user_id,month_index,month_of_year,income,spend,budget,budget_util,savings_rate,n_transactions,weekend_ratio,largest_txn,crypto_value,crypto_txn,spike,overspend,cat_food_dining,cat_groceries,cat_transport,cat_housing_utilities,cat_health,cat_entertainment,cat_shopping,cat_education,cat_subscriptions,cat_transfers,cat_other
0,19,10,2397.2,1675.81,1680.73,0.9971,0.3009,32,0.4769,400.39,22969.3,1,0,0,21.53,292.06,87.62,244.0,123.03,327.85,3.68,118.37,166.96,144.74,145.98
0,20,11,2453.97,1834.43,1680.73,1.0914,0.2525,22,0.4799,89.83,21157.81,0,0,1,22.67,411.31,97.83,254.23,177.77,301.2,2.45,92.15,170.51,162.68,141.63
0,21,12,3774.56,2003.81,1680.73,1.1922,0.4691,44,0.4331,349.26,17564.17,2,0,1,23.69,418.45,100.91,274.1,194.53,305.36,5.93,93.91,195.82,222.96,168.16
0,22,1,2785.16,1671.16,1680.73,0.9943,0.4,33,0.4449,179.52,20236.85,0,0,0,24.94,317.67,96.3,243.75,169.92,263.96,2.6,107.99,174.5,142.01,127.52
0,23,2,2452.63,1485.35,1680.73,0.8837,0.3944,30,0.5034,369.01,16006.74,2,0,0,20.6,297.63,72.43,223.18,110.51,229.35,2.68,106.37,154.07,122.29,146.23
0,24,3,2654.72,1637.74,1680.73,0.9744,0.3831,28,0.5179,54.05,17141.0,1,0,0,21.28,322.18,88.03,248.56,133.91,267.28,4.21,111.75,166.52,173.41,100.62
0,25,4,2458.85,1766.78,1680.73,1.0512,0.2815,30,0.418,375.85,14620.03,2,0,1,24.09,367.12,91.4,247.46,151.02,329.33,4.3,93.17,169.36,165.47,124.05
0,26,5,2596.91,1775.14,1680.73,1.0562,0.3164,38,0.4208,437.11,14910.51,0,0,1,28.81,330.13,91.77,278.76,154.57,290.71,5.41,117.37,186.12,197.37,94.11
0,27,6,2819.04,1677.56,1680.73,0.9981,0.4049,30,0.3053,223.9,15285.81,1,0,0,18.05,408.02,85.79,227.07,134.77,237.33,2.9,110.38,163.91,168.01,121.34
0,28,7,2543.87,1593.04,1680.73,0.9478,0.3738,25,0.4635,274.62,17873.21,1,0,0,20.76,353.5,71.88,226.32,148.52,217.55,2.34,104.79,153.28,153.44,140.66
0,29,8,2523.53,1725.09,1680.73,1.0264,0.3164,21,0.4379,710.86,18050.86,0,0,1,20.92,417.48,87.39,269.81,134.53,272.67,4.12,88.27,179.21,126.04,124.65
1,0,8,6529.63,4910.95,4309.3,1.1396,0.2479,89,0.2671,354.97,0.0,0,0,1,1654.04,1163.58,27.71,916.58,124.07,195.47,34.46,693.6,33.73,6.44,61.27
1,1,9,5931.92,2686.31,4309.3,0.6234,0.5471,63,0.254,554.22,0.0,0,0,0,748.4,603.59,18.14,664.79,83.85,142.78,21.02,334.27,24.7,3.94,40.83
1,2,10,6488.65,3774.92,4309.3,0.876,0.4182,70,0.2563,1008.04,0.0,0,0,0,1045.21,872.53,29.69,868.48,133.46,184.03,6.56,548.89,31.45,5.86,48.75
1,3,11,6091.25,4209.21,4309.3,0.9768,0.309,88,0.2108,991.22,0.0,0,0,0,1213.62,1025.0,33.24,940.71,152.48,157.26,31.16,556.42,33.97,4.81,60.55
1,4,12,8350.56,4901.54,4309.3,1.1374,0.413,103,0.3052,932.75,0.0,0,0,1,1349.36,1269.71,35.7,1080.29,158.39,241.43,27.19,613.31,40.88,6.6,78.7
1,5,1,6459.41,3863.74,4309.3,0.8966,0.4018,81,0.294,1402.92,0.0,0,0,0,1061.88,912.22,27.79,914.47,138.27,197.41,24.07,486.84,34.03,4.66,62.09
1,6,2,5872.1,4372.12,4309.3,1.0146,0.2554,79,0.2964,234.56,0.0,0,0,1,1277.82,905.79,35.83,1026.36,186.95,213.92,14.77,605.45,36.54,6.99,61.71
1,7,3,5601.77,3535.12,4309.3,0.8203,0.3689,60,0.2144,561.35,0.0,0,0,0,835.23,948.42,27.08,835.95,137.72,145.32,11.42,494.58,30.55,4.53,64.32
1,8,4,6079.49,3545.39,4309.3,0.8227,0.4168,59,0.2323,1412.22,0.0,0,0,0,875.28,861.49,24.29,831.97,119.16,233.53,20.22,479.03,30.71,7.87,61.85
1,9,5,5980.17,5248.21,4309.3,1.2179,0.1224,93,0.3317,1303.6,0.0,0,0,1,1603.36,1256.48,40.36,1157.66,135.96,180.96,33.79,737.77,42.43,8.71,50.72
1,10,6,9947.46,3732.51,4309.3,0.8662,0.6248,52,0.2497,983.56,0.0,0,0,0,995.63,872.61,22.47,847.7,94.95,236.75,24.17,555.79,32.4,7.33,42.71
1,11,7,5930.76,4000.17,4309.3,0.9283,0.3255,85,0.2573,645.91,0.0,0,0,0,1077.92,980.04,27.76,937.82,144.64,191.04,41.05,512.58,34.22,6.5,46.61
1,12,8,6380.27,4797.76,4309.3,1.1134,0.248,78,0.2406,153.53,0.0,0,0,1,1456.07,1153.27,29.62,1001.34,142.51,285.99,46.92,570.52,37.22,9.59,64.73
1,13,9,6449.17,4043.87,4309.3,0.9384,0.373,74,0.3231,1748.62,0.0,0,1,0,883.45,989.21,35.19,1036.0,147.09,188.33,22.82,652.94,38.02,4.86,45.95
1,14,10,6092.73,3217.76,4309.3,0.7467,0.4719,77,0.2098,129.74,0.0,0,0,0,783.67,791.58,25.95,845.41,95.98,133.0,12.46,446.83,32.42,5.68,44.77
1,15,11,6312.57,3646.56,4309.3,0.8462,0.4223,72,0.216,625.65,0.0,0,0,0,1227.78,740.22,25.1,789.44,111.33,191.47,19.46,481.46,26.34,5.15,28.79
1,16,12,6263.06,4791.0,4309.3,1.1118,0.235,103,0.3354,412.15,0.0,0,0,1,1369.99,1173.97,38.17,969.2,156.53,214.67,33.4,741.37,34.97,6.91,51.81
1,17,1,5986.27,5177.37,4309.3,1.2014,0.1351,99,0.2017,2097.54,0.0,0,0,1,1718.67,1103.33,39.98,1148.15,154.21,206.3,18.76,666.74,42.11,6.34,72.78
1,18,2,6152.13,4991.21,4309.3,1.1582,0.1887,86,0.179,1581.11,0.0,0,0,1,1556.48,1020.74,39.45,1185.92,155.03,206.73,22.65,681.55,42.87,7.27,72.51
1,19,3,5637.83,4119.82,4309.3,0.956,0.2693,73,0.2454,123.59,0.0,0,0,0,1040.37,1089.16,32.24,998.0,166.19,138.86,22.74,535.26,34.94,4.28,57.79
1,20,4,5439.17,4869.28,4309.3,1.1299,0.1048,94,0.3294,2305.46,0.0,0,0,1,1417.61,1151.19,41.27,1076.3,126.56,261.29,13.87,674.64,38.66,7.33,60.57
1,21,5,5988.47,5168.04,4309.3,1.1993,0.137,86,0.2562,823.6,0.0,0,0,1,1440.95,1110.92,39.95,1227.68,130.24,260.29,25.91,806.02,44.1,7.31,74.68
1,22,6,5921.77,5113.91,4309.3,1.1867,0.1364,93,0.3026,940.63,0.0,0,0,1,1366.23,1166.36,39.36,1177.62,176.41,209.64,22.33,847.85,40.76,8.85,58.49
1,23,7,6315.23,3795.34,4309.3,0.8807,0.399,67,0.2173,1442.65,0.0,0,0,0,1083.51,825.52,30.27,824.11,124.85,126.32,15.6,664.05,30.78,6.0,64.32
1,24,8,5925.0,4628.33,4309.3,1.074,0.2188,71,0.2205,1436.62,0.0,0,0,1,1267.69,980.37,38.71,1129.11,175.77,119.71,42.44,771.9,41.17,5.79,55.66
1,25,9,6038.63,4278.12,4309.3,0.9928,0.2915,90,0.2681,671.51,0.0,0,0,0,1356.54,930.91,32.83,882.71,132.97,236.16,19.94,612.47,31.77,4.5,37.33
1,26,10,6031.61,4001.71,4309.3,0.9286,0.3365,65,0.2471,266.39,0.0,0,0,0,1239.37,796.14,29.99,989.27,152.6,178.08,18.86,497.36,35.86,6.86,57.31
1,27,11,6341.61,4351.67,4309.3,1.0098,0.3138,71,0.2658,462.41,0.0,0,0,1,1099.08,996.18,28.56,981.37,138.85,251.45,40.43,692.85,37.8,8.95,76.15
1,28,12,8268.43,4909.42,4309.3,1.1393,0.4062,84,0.2578,979.67,0.0,0,0,1,1391.22,1132.51,33.84,1116.31,187.52,219.06,28.52,674.67,41.11,8.18,76.47
1,29,1,6262.93,6538.99,4309.3,1.5174,-0.0441,131,0.2254,1971.58,0.0,0,1,1,1943.78,1530.65,46.03,1504.13,202.31,247.3,30.61,874.95,54.09,6.51,98.64
2,0,12,7473.45,4026.69,2847.48,1.4141,0.4612,65,0.292,1079.68,10304.12,0,0,1,384.99,692.18,342.71,488.81,301.11,795.08,149.7,174.89,3.51,652.05,41.64
2,1,1,4824.64,3046.17,2847.48,1.0698,0.3686,59,0.3145,961.73,14360.58,2,0,1,349.04,748.4,270.21,439.07,293.34,285.97,112.79,169.46,3.26,340.18,34.46
2,2,2,4766.72,2488.86,2847.48,0.8741,0.4779,42,0.2289,347.56,12217.91,4,0,0,219.22,495.06,243.59,338.59,211.86,357.41,57.44,132.37,2.51,401.06,29.75
2,3,3,4450.38,2426.12,2847.48,0.852,0.4549,53,0.1956,231.63,11233.66,2,0,0,212.3,640.37,230.19,326.32,188.44,245.28,68.56,126.65,2.45,369.25,16.33
2,4,4,4389.3,3169.25,2847.48,1.113,0.278,69,0.2475,655.7,8958.41,0,0,1,347.56,564.65,310.69,410.08,237.54,410.02,100.51,130.57,2.95,625.55,29.14
2,5,5,4364.45,3338.08,2847.48,1.1723,0.2352,57,0.2832,685.56,9588.21,0,0,1,344.35,749.02,303.86,444.63,243.88,609.95,83.83,167.72,3.31,346.54,41.0
2,6,6,4633.89,3206.97,2847.48,1.1262,0.3079,64,0.2504,560.15,12971.5,0,0,1,251.11,754.01,317.36,431.16,197.03,528.83,69.87,135.72,3.17,482.99,35.72
2,7,7,4619.61,3090.44,2847.48,1.0853,0.331,52,0.1938,571.77,11824.41,1,0,1,305.42,836.75,286.98,410.78,247.49,389.62,32.52,165.53,3.02,373.34,39.0
2,8,8,4700.89,3035.86,2847.48,1.0662,0.3542,59,0.2346,613.48,12135.1,2,0,1,304.54,575.89,262.4,408.39,260.23,416.19,46.43,132.63,3.01,588.6,37.55
2,9,9,4613.29,3058.87,2847.48,1.0742,0.3369,66,0.2796,675.61,12840.63,1,0,1,214.17,717.19,245.17,409.75,177.85,492.74,112.74,135.49,3.03,514.5,36.23
2,10,10,4381.72,2945.78,2847.48,1.0345,0.3277,50,0.2679,1057.63,15027.64,1,0,1,290.26,615.17,271.35,388.57,231.74,418.07,69.95,156.92,2.78,484.05,16.92
2,11,11,4740.58,3096.39,2847.48,1.0874,0.3468,53,0.2257,922.46,11855.21,0,0,1,264.75,665.59,269.49,406.67,248.84,311.52,148.3,154.26,2.97,576.78,47.22
2,12,12,5098.83,3789.37,2847.48,1.3308,0.2568,69,0.2055,336.68,11907.37,1,0,1,345.25,754.87,322.98,438.08,284.33,630.88,100.71,178.64,3.22,682.38,48.03
2,13,1,4628.08,3114.68,2847.48,1.0938,0.327,58,0.2204,920.32,17327.44,3,0,1,238.2,817.79,309.05,473.64,269.96,313.81,95.14,166.07,3.55,392.32,35.15
2,14,2,4558.89,2662.47,2847.48,0.935,0.416,45,0.2346,950.96,22770.9,0,0,0,223.18,521.04,232.35,378.08,217.67,441.6,43.31,139.91,2.99,424.75,37.6
2,15,3,4445.16,3437.03,2847.48,1.207,0.2268,61,0.1571,1183.5,22173.02,1,0,1,393.94,779.39,283.05,495.89,323.45,324.01,116.73,170.74,3.55,508.93,37.36
2,16,4,4532.71,3346.59,2847.48,1.1753,0.2617,51,0.1062,710.22,28803.62,0,0,1,302.61,797.17,316.92,436.75,280.9,344.65,89.09,184.16,3.15,558.56,32.62
2,17,5,4515.33,2761.02,2847.48,0.9696,0.3885,58,0.3134,1191.64,16474.48,0,0,0,237.65,558.97,247.77,363.47,159.07,395.81,78.62,146.69,2.73,541.96,28.28
2,18,6,5611.14,3393.61,2847.48,1.1918,0.3952,50,0.2774,112.14,16269.02,1,0,1,369.72,683.5,328.6,465.61,287.14,471.77,54.03,203.45,3.53,496.37,29.91
2,19,7,4699.27,5358.0,2847.48,1.8817,-0.1402,88,0.3857,2605.68,17011.1,2,1,1,522.58,1081.96,481.79,724.02,351.37,877.5,86.27,276.45,5.36,875.0,75.69
2,20,8,4640.27,2975.49,2847.48,1.045,0.3588,47,0.2052,89.26,15751.15,3,0,1,411.27,546.59,300.93,391.89,219.55,280.63,98.25,164.8,2.99,521.12,37.48
2,21,9,4678.91,3094.66,2847.48,1.0868,0.3386,46,0.213,335.05,16850.75,2,0,1,306.85,611.96,258.55,410.09,237.36,449.49,69.99,131.84,3.03,595.57,19.94
2,22,10,4411.43,2672.98,2847.48,0.9387,0.3941,57,0.2731,518.47,17229.68,0,0,0,184.3,566.12,277.87,378.24,240.65,359.97,116.64,137.47,2.74,367.97,41.01
2,23,11,4803.14,3224.51,2847.48,1.1324,0.3287,57,0.2648,368.78,21548.75,1,0,1,362.65,624.58,280.47,403.1,265.03,571.93,90.64,135.85,3.06,440.06,47.16
2,24,12,4505.58,3661.48,2847.48,1.2859,0.1873,62,0.2916,464.71,18549.24,0,0,1,321.94,648.47,332.13,414.28,230.16,671.45,96.92,173.53,3.33,725.93,43.34
2,25,1,4547.65,2593.13,2847.48,0.9107,0.4298,45,0.2094,339.99,18758.64,3,0,0,292.59,576.42,227.19,339.11,209.86,310.21,87.9,123.24,2.69,396.09,27.83
2,26,2,4565.39,2770.35,2847.48,0.9729,0.3932,54,0.2548,103.29,22777.25,2,0,0,246.5,642.67,282.36,412.3,200.91,298.35,64.55,145.08,3.04,436.98,37.59
2,27,3,4343.77,3047.11,2847.48,1.0701,0.2985,54,0.2324,1468.62,24478.68,0,0,1,335.09,682.42,289.41,414.59,156.06,477.28,95.93,134.86,3.09,419.23,39.17
2,28,4,4683.3,2887.55,2847.48,1.0141,0.3834,56,0.2121,558.99,20530.27,1,0,1,318.04,594.9,275.09,358.46,235.37,347.83,90.98,151.7,2.68,487.63,24.86
2,29,5,4347.72,3135.54,2847.48,1.1012,0.2788,72,0.3987,977.25,20807.69,2,0,1,230.88,620.09,294.55,399.2,206.73,553.68,93.18,140.55,2.88,563.09,30.71
3,0,9,2496.71,1391.73,1714.94,0.8115,0.4426,27,0.4117,581.18,5692.75,0,0,0,302.97,155.71,19.14,288.94,63.56,27.46,284.25,64.47,29.38,78.15,77.7
3,1,10,2250.71,1514.8,1714.94,0.8833,0.327,35,0.3014,534.6,4491.09,1,0,0,315.94,142.41,25.6,306.47,65.91,38.27,317.24,87.65,31.1,69.74,114.46
3,2,11,2315.19,1714.02,1714.94,0.9995,0.2597,28,0.3009,801.27,3892.62,2,0,0,315.31,140.07,24.84,340.75,73.41,28.46,469.01,104.79,33.27,56.02,128.09
3,3,12,2312.21,1894.56,1714.94,1.1047,0.1806,33,0.1926,311.54,3974.89,0,0,1,336.88,183.39,26.35,316.79,66.9,51.19,617.69,88.1,31.9,51.8,123.57
3,4,1,2411.33,2489.82,1714.94,1.4518,-0.0325,34,0.2185,1135.35,3762.53,1,1,1,395.17,198.03,35.93,546.47,108.38,62.07,648.0,132.25,53.3,133.03,177.17
3,5,2,2328.46,1559.78,1714.94,0.9095,0.3301,30,0.2546,545.71,3642.13,1,0,0,420.73,142.99,16.77,312.9,66.17,24.71,345.7,70.6,31.99,53.65,73.56
3,6,3,2437.17,1442.8,1714.94,0.8413,0.408,28,0.2635,142.3,4232.49,3,0,0,323.9,145.41,19.61,309.69,60.46,29.63,300.14,78.32,31.51,61.99,82.14
3,7,4,2231.95,1488.67,1714.94,0.8681,0.333,25,0.2769,95.74,4302.92,0,0,0,325.19,126.77,18.78,269.11,60.18,25.45,420.9,59.52,26.88,62.29,93.62
3,8,5,2383.73,1696.45,1714.94,0.9892,0.2883,29,0.3141,653.69,3202.94,3,0,0,424.84,161.21,26.82,358.34,74.41,61.74,290.03,83.33,34.88,63.59,117.26
3,9,6,3821.55,1703.63,1714.94,0.9934,0.5542,26,0.2723,682.55,3766.93,0,0,0,368.39,160.92,28.0,357.33,72.06,36.8,360.7,103.63,37.8,81.61,96.39
3,10,7,2462.26,1649.34,1714.94,0.9617,0.3302,31,0.2986,266.62,3205.84,2,0,0,398.25,143.94,19.87,276.67,62.44,32.47,475.11,71.79,26.86,49.67,92.26
3,11,8,2375.98,1368.4,1714.94,0.7979,0.4241,21,0.2171,78.64,2996.36,1,0,0,213.12,118.33,15.32,248.02,46.5,29.08,481.13,58.17,24.62,44.13,89.96
3,12,9,2227.64,1624.92,1714.94,0.9475,0.2706,34,0.2998,161.79,2676.32,0,0,0,347.42,147.75,22.75,326.35,58.23,49.85,429.38,75.4,31.17,57.23,79.4
3,13,10,2519.02,1601.18,1714.94,0.9337,0.3644,34,0.3008,597.94,3253.21,1,0,0,308.32,162.66,23.49,349.3,80.76,47.76,310.48,92.63,35.11,66.01,124.65
3,14,11,2275.74,1777.25,1714.94,1.0363,0.219,32,0.2616,333.46,3350.1,1,0,1,408.67,140.1,24.84,311.89,58.29,38.6,511.34,79.77,31.7,79.61,92.45
3,15,12,2299.05,2681.86,1714.94,1.5638,-0.1665,50,0.2206,1609.12,3172.39,1,1,1,571.66,204.81,31.41,433.59,106.62,30.27,899.97,89.21,44.56,100.8,168.97
3,16,1,2365.92,1530.98,1714.94,0.8927,0.3529,25,0.2076,164.06,2781.08,0,0,0,309.09,127.09,20.46,308.63,56.3,24.96,428.75,88.34,30.28,40.72,96.36
3,17,2,2377.24,1499.22,1714.94,0.8742,0.3693,30,0.2261,399.08,3318.69,1,0,0,239.46,125.97,18.63,281.12,48.67,23.25,513.99,66.76,26.4,50.43,104.54
3,18,3,2281.52,2408.17,1714.94,1.4042,-0.0555,44,0.3709,981.79,3508.84,2,1,1,475.81,225.5,30.54,471.28,87.84,56.86,637.54,134.61,47.56,67.58,173.06
3,19,4,2449.32,1628.26,1714.94,0.9495,0.3352,30,0.3474,401.52,3771.3,0,0,0,394.3,162.48,19.97,321.77,48.2,36.62,326.58,75.32,30.39,58.11,154.52
3,20,5,2348.73,1709.64,1714.94,0.9969,0.2721,33,0.3304,393.24,3056.15,2,0,0,398.24,147.22,23.75,323.89,70.2,39.89,354.58,95.98,33.06,84.88,137.95
3,21,6,2789.9,1692.14,1714.94,0.9867,0.3935,34,0.3157,345.11,2976.38,0,0,0,423.04,155.19,23.57,320.25,72.81,42.81,382.6,82.47,32.49,69.09,87.82
3,22,7,2205.84,1555.94,1714.94,0.9073,0.2946,30,0.2683,199.82,3110.24,0,0,0,313.41,142.29,19.6,278.18,61.37,32.31,429.26,79.91,26.85,59.25,113.52
3,23,8,2285.7,1604.83,1714.94,0.9358,0.2979,29,0.2278,430.59,4121.22,0,0,0,336.42,126.75,20.47,291.65,76.99,43.07,443.15,85.22,29.17,62.41,89.53
3,24,9,2303.09,1421.31,1714.94,0.8288,0.3829,27,0.0749,135.11,5491.78,0,0,0,283.34,121.89,20.22,280.7,47.01,33.09,383.97,69.12,27.79,64.62,89.55
3,25,10,2466.2,1576.85,1714.94,0.9195,0.3606,25,0.3577,529.9,4541.74,1,0,0,336.74,142.24,24.61,332.05,74.21,33.14,301.73,90.65,32.3,80.46,128.71
3,26,11,2412.96,1614.42,1714.94,0.9414,0.3309,25,0.3089,305.57,4564.53,0,0,0,373.03,136.88,19.1,298.82,53.85,31.36,391.61,82.9,31.23,77.84,117.8
3,27,12,2524.46,1892.01,1714.94,1.1032,0.2505,40,0.3171,436.91,4503.04,1,0,1,363.91,186.95,26.26,348.95,71.6,31.31,496.73,101.69,34.42,105.82,124.38
3,28,1,2294.02,1491.25,1714.94,0.8696,0.3499,26,0.3166,447.09,4375.9,2,0,0,331.49,148.33,21.49,337.55,54.68,40.43,218.39,97.41,34.06,75.13,132.28
3,29,2,2241.54,2518.65,1714.94,1.4686,-0.1236,47,0.3383,1009.35,5042.46,2,1,1,451.04,215.12,33.49,515.99,114.42,28.35,719.16,137.41,52.54,91.39,159.74
4,0,12,13380.18,8771.13,6380.79,1.3746,0.3445,169,0.1958,1834.26,14442.26,1,0,1,173.34,2218.53,36.23,2677.53,87.59,1778.79,50.73,197.74,1270.22,21.23,259.21
4,1,1,9546.11,4961.98,6380.79,0.7776,0.4802,100,0.2228,1497.5,11562.69,2,0,0,84.95,1211.91,23.48,1572.8,61.58,983.91,27.44,136.35,719.37,13.83,126.37
4,2,2,9560.54,5517.18,6380.79,0.8647,0.4229,111,0.2925,522.36,12329.94,1,0,0,104.76,1253.47,22.64,2064.15,101.77,518.75,56.97,193.22,971.71,20.17,209.56
4,3,3,9200.44,5103.58,6380.79,0.7998,0.4453,106,0.3127,513.8,11050.04,3,0,0,84.83,1230.33,25.62,1864.27,61.26,712.49,44.92,137.65,816.68,17.89,107.63
4,4,4,8460.09,5637.37,6380.79,0.8835,0.3337,99,0.3711,878.36,10738.93,2,0,0,106.46,1332.73,23.98,1864.38,87.5,959.5,39.86,142.6,862.05,18.13,200.18
4,5,5,10106.5,7865.2,6380.79,1.2326,0.2218,125,0.3903,2475.83,10155.24,2,0,1,124.36,1755.07,33.77,2835.99,94.74,1273.62,33.65,219.15,1235.14,27.28,232.43
4,6,6,13848.81,7291.57,6380.79,1.1427,0.4735,144,0.31,378.64,8914.7,0,0,1,129.1,1835.97,36.73,2390.82,101.54,1081.1,76.53,190.38,1157.19,31.95,260.27
4,7,7,8764.16,7719.72,6380.79,1.2098,0.1192,124,0.3988,1911.98,11144.2,0,0,1,107.7,1766.0,34.38,2530.33,94.54,1396.86,89.6,202.88,1175.36,22.99,299.09
4,8,8,8685.71,13749.69,6380.79,2.1549,-0.583,266,0.3403,5601.08,13215.9,0,1,1,254.54,3390.18,57.29,4516.29,203.33,2360.18,134.78,406.71,2088.99,39.81,297.57
4,9,9,9612.25,8396.59,6380.79,1.3159,0.1265,148,0.42,1131.75,16577.0,0,0,1,121.39,1933.5,41.2,2770.93,97.13,1735.08,53.93,198.47,1262.24,21.28,161.42
4,10,10,8892.27,12527.13,6380.79,1.9633,-0.4088,213,0.3133,7044.35,19023.65,2,1,1,161.94,2994.68,48.1,4256.33,173.3,2163.67,74.68,321.9,1914.16,41.29,377.08
4,11,11,8401.36,6439.21,6380.79,1.0092,0.2336,137,0.3132,679.17,14409.22,1,0,1,69.72,1575.86,27.47,2052.58,64.56,1324.57,44.4,179.78,935.38,19.14,145.75
4,12,12,8968.69,6347.87,6380.79,0.9948,0.2922,119,0.372,549.66,17147.0,1,0,0,107.95,1333.24,30.12,1995.02,72.31,1434.29,50.89,190.28,932.76,22.72,178.3
4,13,1,9429.29,7904.94,6380.79,1.2389,0.1617,128,0.3056,2103.58,12022.64,0,0,1,142.19,1774.57,32.14,2866.08,98.61,1234.86,45.29,184.83,1303.78,30.47,192.12
4,14,2,9135.56,10608.24,6380.79,1.6625,-0.1612,196,0.3465,3193.86,15560.97,2,1,1,148.85,2626.33,45.48,3687.58,122.81,1545.65,102.57,343.7,1684.13,28.93,272.21
4,15,3,9313.92,8857.9,6380.79,1.3882,0.049,158,0.2935,265.74,17265.49,2,0,1,146.98,1940.63,50.18,3286.59,134.38,1194.6,82.81,215.89,1436.72,29.24,339.87
4,16,4,8972.3,12588.11,6380.79,1.9728,-0.403,223,0.2947,4294.78,16209.74,0,1,1,217.22,2886.96,55.15,4660.62,150.68,1558.3,101.54,366.91,2057.16,36.01,497.57
4,17,5,9317.86,5589.88,6380.79,0.876,0.4001,112,0.3023,997.59,18502.11,1,0,0,109.07,1356.46,21.68,1916.37,70.75,872.15,37.99,149.81,872.04,14.63,168.91
4,18,6,10010.33,8007.94,6380.79,1.255,0.2,148,0.2978,1300.05,17510.51,0,0,1,120.31,1653.22,32.29,2687.88,101.79,1697.79,45.76,195.99,1218.37,22.21,232.34
4,19,7,8674.21,9588.73,6380.79,1.5028,-0.1054,200,0.2993,937.26,21723.69,2,0,1,157.03,2284.25,41.79,3522.97,137.71,1104.81,78.5,307.14,1605.33,29.06,320.15
